,AIMP,Amazing,APEPlayer,Audio_Wizard,AVSMediaPlayer,BBox,boom-1-0-21,BugsPlayer4,byul2,CircularMediaPlayer,cometplayer,DeliPlayer,Dev Player,foobar2000,Free PC Audio Recorder,FreeAMRPlayer,FrostWire,geniemusicmonitor,Goma,Groovy Media Player,jajuk,JetAudio,Juice,karaoke,KMPlayer,lc_player,Mac Blu-ray Player,mavenplayer,Melon,mpc-hc,mufin_player,Musican,mxplayweb,NemesisPlayer,nemp,OooPlayer,PetrusSMP,psymp3,pulpTunes,QQPlayer,Remote-Player,rtlrack,S4BAnyAudioGrabber,songbird,Spotify,syncPlayer,VUPlayer,Xion,Yamb,zplayer
117,@System@ArcTan$qqrxg,DecodePointer,InvalidateRect,WaitForSingleObject,MulDiv,RegisterWindowMessageW,GetEnvironmentVariableW,CopyFileW,GetCurrentThreadId,?isChecked@QAbstractButton@@QBE_NXZ,HeapAlloc,GetModuleFileNameA,,VirtualQuery,ActivateActCtx,GetUserDefaultLCID,,SleepEx,GetModuleHandleExW,GetForegroundWindow,,__setusermatherr,,CreateFileA,_ZN9QSettingsC1ERK7QStringS2_P7QObject,gdk_cursor_new,?dragEnterEvent@QLineEdit@@MAEXPAVQDragEnterEvent@@@Z,,fread,GetOEMCP,LeaveCriticalSection,SetClipboardData,GetMessageTime,,LoadImageA,SetCaretBlinkTime,_ZN11QMetaObject8activateEP7QObjectPKS_iPPv,_errno,UpdateWindow,,gtk_image_new_from_file,FormatMessageA,MulDiv,,GetDriveTypeW,_ZNK5QTime7elapsedEv,strncmp,GetFileSize,GlobalAddAtomA,HeapAlloc
118,@System@Ln$qqrxg,RaiseException,IntersectRect,WideCharToMultiByte,MultiByteToWideChar,RegisterClipboardFormatW,GetSystemTimeAsFileTime,GlobalFree,ResumeThread,?hide@QWidget@@QAEXXZ,GetStartupInfoA,ReleaseMutex,,SetEvent,DeactivateActCtx,GetLocaleInfoA,,CreateWaitableTimerW,ExitProcess,CreateIconIndirect,,_adjust_fdiv,,CloseHandle,_ZN9QSettingsD1Ev,gdk_window_get_pointer,?dragMoveEvent@QLineEdit@@MAEXPAVQDragMoveEvent@@@Z,,memcpy,GetStringTypeW,EnterCriticalSection,SetCaretPos,GetMessagePos,GetLocalTime,IsIconic,SetCapture,_ZN11QTextStream8readLineEx,_filelengthi64,GetDlgCtrlID,,gtk_range_get_value,MultiByteToWideChar,MultiByteToWideChar,,ExitThread,_ZNK7QString11toLocal8BitEv,fread,SetEndOfFile,GetWindowsDirectoryA,GlobalUnlock
119,@System@Sin$qqrxg,RtlUnwind,InsertMenuItemW,WriteFile,OpenMutexA,RegisterClassA,FileTimeToSystemTime,GlobalUnlock,SetThreadPriority,?setTabOrder@QWidget@@SAXPAV1@0@Z,GetCommandLineA,GetTempPathA,,WaitForMultipleObjects,FreeResource,EnumSystemLocalesA,,Sleep,MoveFileExW,DestroyIcon,,__p__commode,,GetCurrentProcessId,_ZNK11QMetaObject2trEPKcS1_,gdk_pixbuf_new_from_data,?dragLeaveEvent@QLineEdit@@MAEXPAVQDragLeaveEvent@@@Z,,_wchmod,IsValidLocale,DeleteCriticalSection,SetCapture,GetInputState,,CallNextHookEx,SetActiveWindow,_ZN11QTextStreamC1EP9QIODevice,_fileno,DestroyCursor,,gtk_entry_get_text,WideCharToMultiByte,OpenProcess,,FreeLibraryAndExitThread,_ZNK7QString3argERKS_iRK5QChar,fseek,GetSystemInfo,GetVersionExA,GlobalSize
120,@System@Cos$qqrxg,EncodePointer,InsertMenuW,WritePrivateProfileStringA,OpenProcess,RegisterClassW,FileTimeToLocalFileTime,GlobalSize,MulDiv,?setDefault@QPushButton@@QAEX_N@Z,HeapFree,lstrlenW,,CreateEventW,SetLastError,IsValidLocale,,GetProcAddress,AreFileApisANSI,GetMenuState,,__p__fmode,,OutputDebugStringA,_ZNK4QDir13entryInfoListE6QFlagsINS_6FilterEES0_INS_8SortFlagEE,gdk_pixbuf_get_type,?dropEvent@QLineEdit@@MAEXPAVQDropEvent@@@Z,,_umask,EnumSystemLocalesW,InitializeCriticalSection,SetActiveWindow,GetForegroundWindow,GetFullPathNameA,ShowWindow,SendNotifyMessageW,_ZN11QTextStreamD1Ev,_fmode,GetActiveWindow,,gtk_tree_model_get,InterlockedDecrement,QueryPerformanceCounter,,GetTimeZoneInformation,_ZNK7QString3argEdiciRK5QChar,fopen,WriteConsoleW,,GlobalReAlloc
121,@System@Exp$qqrxg,HeapReAlloc,InflateRect,WritePrivateProfileStringW,QueryPerformanceCounter,RedrawWindow,lstrlenW,UnmapViewOfFile,GlobalLock,?setWidget@QScrollArea@@QAEXPAVQWidget@@@Z,IsDebuggerPresent,GetDriveTypeA,,WideCharToMultiByte,GlobalFree,HeapReAlloc,,GetModuleHandleA,HeapSize,GetDlgItemInt,,_encode_pointer,,lstrlenW,_ZNK4QDir6existsEv,libintl_bindtextdomain,?changeEvent@QLineEdit@@MAEXPAVQEvent@@@Z,,_vsnwprintf,LCMapStringW,GetThreadContext,SendMessageA,GetClipboardViewer,GetFileAttributesA,SetForegroundWindow,SendMessageTimeoutA,_ZN11QTextStreamlsEPKc,_fpreset,ReleaseDC,,gtk_scale_get_type,InterlockedIncrement,QueryPerformanceFrequency,,CreateTimerQueue,_ZNK8QVariant8toStringEv,free,FreeEnvironmentStringsW,GetUserDefaultLangID,GlobalMemoryStatus
122,@System@Frac$qqrxg,GetSystemTimeAsFileTime,GetWindowThreadProcessId,lstrcmpA,RaiseException,RealChildWindowFromPoint,GetProcessAffinityMask,MapViewOfFile,GlobalUnlock,?addItem@QGridLayout@@QAEXPAVQLayoutItem@@HHHHV?$QFlags@W4AlignmentFlag@Qt@@@@@Z,SetUnhandledExceptionFilter,PostMessageA,,OutputDebugStringW,CopyFileW,SetConsoleCtrlHandler,,CreateFileW,FindFirstFileExW,RemoveMenu,,__set_app_type,,lstrcpynA,_ZNK5QDate8toStringERK7QString,libintl_bind_textdomain_codeset,?inputMethodEvent@QLineEdit@@MAEXPAVQInputMethodEvent@@@Z,,setlocale,OutputDebugStringW,GetModuleHandleA,SendMessageW,GetClipboardOwner,GetExitCodeThread,GetWindowTextW,SendMessageA,_ZN11QTextStreamlsERK7QString,_get_osfhandle,RegisterWindowMessageA,,gtk_dialog_get_type,lstrcpynA,RaiseException,,CreateTimerQueueTimer,_ZNK9QFileInfo8fileNameEv,sprintf,GetEnvironmentStringsW,GetTickCount,GlobalHandle
123,@System@Int$qqrxg,GetFileInformationByHandle,GetWindowTextW,lstrcpyA,ReadFile,PtInRect,GlobalUnlock,CreateFileMappingW,GlobalReAlloc,?addLayout@QGridLayout@@QAEXPAVQLayout@@HHHHV?$QFlags@W4AlignmentFlag@Qt@@@@@Z,UnhandledExceptionFilter,FillRect,,SetDllDirectoryW,GlobalSize,GetTimeZoneInformation,,GetFileSize,SystemTimeToTzSpecificLocalTime,SetDlgItemInt,,?terminate@@YAXXZ,,lstrcmpA,_ZNK7QLocale4nameEv,libintl_textdomain,?inputMethodQuery@QLineEdit@@UBE?AVQVariant@@W4InputMethodQuery@Qt@@@Z,,fseek,GetThreadTimes,GetProcAddress,SendDlgItemMessageW,GetCapture,GetDriveTypeA,GetAsyncKeyState,SendMessageW,_ZN11QVectorData10reallocateEPS_iii,_iob,PostThreadMessageA,,gtk_accel_group_new,SetLastError,ReadFile,,ChangeTimerQueueTimer,_ZNK9QIODevice11errorStringEv,time,GetCurrentProcessId,GetThreadPriority,GlobalLock
124,@System@Get8087CW$qqrv,PeekNamedPipe,GetWindowRect,lstrcpynA,ReleaseMutex,PostThreadMessageA,GlobalLock,GetFileSize,GlobalFree,?setAutoDefault@QPushButton@@QAEX_N@Z,TerminateProcess,IsWindowVisible,,IsDebuggerPresent,GlobalAlloc,SetFilePointer,,DecodePointer,ResumeThread,GetDesktopWindow,,_unlock,,FileTimeToLocalFileTime,_ZNK7QObject10objectNameEv,libintl_gettext,?metaObject@QPushButton@@UBEPBUQMetaObject@@XZ,,ftell,FreeLibraryAndExitThread,GetCurrentThreadId,ScrollWindowEx,GetActiveWindow,GetDiskFreeSpaceA,PostThreadMessageA,ScrollWindowEx,_ZN11QVectorData4freeEPS_i,_isctype,EndPaint,,gtk_widget_set_valign,DeviceIoControl,ReleaseMutex,,DeleteTimerQueueTimer,_ZNK9QMimeData4urlsEv,atol,SetStdHandle,,GlobalGetAtomNameW
125,@System@Set8087CW$qqrus,GetFileType,GetWindowPlacement,lstrlenA,RemoveDirectoryA,PostThreadMessageW,FormatMessageW,CreateProcessW,GetExitCodeThread,?setEchoMode@QLineEdit@@QAEXW4EchoMode@1@@Z,GetFileTime,SetWindowPos,,FreeLibrary,GlobalLock,GetConsoleCP,,GetModuleHandleW,GetFileAttributesExW,FindWindowA,,__dllonexit,,FileTimeToSystemTime,_ZNK7QString11lastIndexOfERKS_iN2Qt15CaseSensitivityE,libintl_printf,?qt_metacast@QPushButton@@UAEPAXPBD@Z,,fputs,InitializeSListHead,lstrcpyA,ScrollWindow,GetCaretPos,GetDateFormatA,DestroyWindow,ScrollWindow,_ZN11QVectorData8allocateEii,_itoa,BeginPaint,,gtk_label_set_line_wrap,LocalAlloc,RemoveDirectoryA,,GetNumaHighestNodeNumber,_ZNK9QMimeData7hasUrlsEv,_mbscmp,FlushFileBuffers,GetSystemInfo,GlobalGetAtomNameA
126,@System@Random$qqrv,SetStdHandle,GetWindowLongW,GetFileVersionInfoA,ResetEvent,PostQuitMessage,GetFileType,GetStartupInfoW,TerminateThread,?setSizeConstraint@QLayout@@QAEXW4SizeConstraint@1@@Z,GetFileSizeEx,RedrawWindow,,Sleep,GlobalUnlock,GetConsoleMode,,EncodePointer,HeapReAlloc,LoadMenuA,,_lock,,FindResourceA,_ZNK7QString11toLocal8BitEv,g_thread_init,?qt_metacall@QPushButton@@UAEHW4Call@QMetaObject@@HPAPAX@Z,,fflush,UnregisterWaitEx,lstrcatA,ScrollDC,GetCursorPos,,IsDialogMessageW,ScreenToClient,_ZN16QCoreApplication18applicationDirPathEv,_onexit,GetSystemMetrics,,gtk_tree_view_append_column,WinExec,ResetEvent,,GetProcessAffinityMask,_ZN10QBoxLayout9addLayoutEP7QLayouti,_itoa,GetFileType,GetSystemDirectoryA,GlobalFree
127,@System@Random$qqrxi,ExitThread,GetWindowDC,GetFileVersionInfoSizeA,ResumeThread,PostMessageA,LoadLibraryA,FileTimeToSystemTime,FindResourceA,?addLayout@QBoxLayout@@QAEXPAVQLayout@@H@Z,GetFileAttributesW,ShowWindow,,HeapAlloc,FormatMessageW,CreateFileW,,IsDebuggerPresent,ExitThread,RegisterHotKey,,_onexit,,LoadResource,_ZNK7QString3argERKS_iRK5QChar,Sleep,?event@QPushButton@@MAE_NPAVQEvent@@@Z,,_wfopen,ReadConsoleW,GetVersion,ScreenToClient,GetAncestor,GetCurrentProcessId,RegisterClassW,RemovePropW,_ZN16QCoreApplication4quitEv,_pctype,LoadCursorA,,gtk_widget_destroy,LocalFree,ResumeThread,,GetThreadTimes,_ZN10QBoxLayout9addWidgetEP7QWidgeti6QFlagsIN2Qt13AlignmentFlagEE,_CIlog10,SetFilePointerEx,GetSystemDefaultLangID,GlobalFindAtomA
128,@System@Randomize$qqrv,GetCommandLineA,GetTopWindow,VerQueryValueA,RtlUnwind,PostMessageW,GetStdHandle,FileTimeToLocalFileTime,LoadResource,??0QSpacerItem@@QAE@HHW4Policy@QSizePolicy@@0@Z,GetFileAttributesExW,GetDoubleClickTime,,wsprintfW,LocalFree,SetStdHandle,,IsProcessorFeaturePresent,RtlUnwind,IsDialogMessageA,,_decode_pointer,,LockResource,_ZNK7QString3midEii,HeapReAlloc,?sizeHint@QPushButton@@UBE?AVQSize@@XZ,,setbuf,GetConsoleCP,GetCurrentProcess,RemovePropW,SetWindowPos,GetCurrentProcess,EndMenu,RemoveMenu,_ZN5QFile4openE6QFlagsIN9QIODevice12OpenModeFlagEE,_putenv,wsprintfA,,gtk_image_set_from_pixbuf,GetModuleFileNameA,RtlUnwind,,VirtualProtect,_ZN11QFileDialog16getOpenFileNamesEP7QWidgetRK7QStringS4_S4_PS2_6QFlagsINS_6OptionEE,fwrite,ReadConsoleW,GetStringTypeExW,GlobalDeleteAtom
129,@System@Move$qqrpxvpvi,HeapSetInformation,GetSystemMetrics,ImageList_Add,SetConsoleCtrlHandler,PeekMessageA,WriteConsoleW,GetSystemInfo,LockResource,?setMaximumSize@QWidget@@QAEXHH@Z,FileTimeToLocalFileTime,GetSubMenu,,GetWindowPlacement,lstrlenW,FlushFileBuffers,,QueryPerformanceCounter,GetStringTypeW,TranslateMessage,,_except_handler4_common,,SizeofResource,_ZNK7QString4leftEi,HeapAlloc,?minimumSizeHint@QPushButton@@UBE?AVQSize@@XZ,,wcschr,SetEnvironmentVariableA,SetLastError,RemoveMenu,SwitchToThisWindow,GetCPInfo,CharNextW,ReleaseDC,_ZN5QFile5closeEv,_setmode,GetClassInfoExA,,gtk_button_get_type,GetDriveTypeA,SetConsoleCtrlHandler,,InterlockedPopEntrySList,_ZN11QHBoxLayoutC1Ev,ftell,GetConsoleMode,GetStringTypeExA,GlobalAlloc
130,@System@@FreeMem$qqrpv,GetStartupInfoW,GetSystemMenu,ImageList_BeginDrag,SetEndOfFile,PeekMessageW,SetLastError,CreateFileW,SizeofResource,??0QHBoxLayout@@QAE@XZ,SetErrorMode,GetCursorPos,,GetFocus,MulDiv,FreeLibrary,,CreateWaitableTimerA,EncodePointer,CreateWindowExA,,_invoke_watson,,DeleteCriticalSection,_ZNK7QString5toIntEPbi,ExitProcess,?keyPressEvent@QPushButton@@MAEXPAVQKeyEvent@@@Z,,_wfullpath,VirtualProtectEx,GetLastError,ReleaseDC,PostMessageW,GetACP,GetFocus,ReleaseCapture,_ZN5QFileC1ERK7QString,_stricmp,RegisterClassExA,,gtk_file_chooser_dialog_new,WritePrivateProfileStringA,SetEndOfFile,,QueryDepthSList,_ZN11QPushButtonC1ERK7QStringP7QWidget,wcslen,GetConsoleCP,,GlobalAddAtomW
131,@System@@GetMem$qqri,VirtualAlloc,GetSysColorBrush,ImageList_Create,SetErrorMode,OpenClipboard,GetCurrentProcess,DecodePointer,CompareStringW,??0QCheckBox@@QAE@PAVQWidget@@@Z,GetCurrentThread,EnableWindow,,SetForegroundWindow,WideCharToMultiByte,LoadLibraryW,,SystemTimeToFileTime,GetSystemTimeAsFileTime,EqualRect,,_controlfp_s,,InitializeCriticalSection,_ZNK7QString6toUtf8Ev,HeapFree,?focusInEvent@QPushButton@@MAEXPAVQFocusEvent@@@Z,,strchr,FlushInstructionCache,DebugBreak,ReleaseCapture,EndPaint,FreeResource,GetDC,RegisterWindowMessageW,_ZN5QFileD1Ev,_strnicmp,SetWindowLongA,,gtk_main_quit,GetWindowsDirectoryA,SetErrorMode,,LoadLibraryExA,_ZN11QVBoxLayoutC1EP7QWidget,_stat,GetOEMCP,,GlobalAddAtomA
132,@System@AllocMem$qqri,GetSystemInfo,GetSysColor,ImageList_Destroy,SetEvent,OffsetRect,FlushInstructionCache,RaiseException,CompareStringA,??0QGroupBox@@QAE@PAVQWidget@@@Z,GetLocaleInfoW,MessageBoxA,,IsChild,MultiByteToWideChar,WriteConsoleW,,FormatMessageA,GetExitCodeThread,BringWindowToTop,,?_type_info_dtor_internal_method@type_info@@QAEXXZ,,RaiseException,_ZNK7QString7toAsciiEv,GetProcAddress,?focusOutEvent@QPushButton@@MAEXPAVQFocusEvent@@@Z,,strlen,VirtualQuery,GetLogicalDrives,RegisterWindowMessageW,SendMessageW,,SetFocus,RegisterClipboardFormatW,_ZN5QTimeC1Eiiii,_ultoa,InvalidateRect,,gtk_tree_view_new,GetPrivateProfileIntA,SetEvent,,GetExitCodeThread,_ZN12QApplication4execEv,memmove,GetACP,GetShortPathNameW,GetVolumeInformationA
133,@$xp$20System@PResStringRec,VirtualQuery,GetSubMenu,ImageList_DragEnter,SetFilePointer,NotifyWinEvent,EnterCriticalSection,InitializeCriticalSectionAndSpinCount,GetVersion,??0QVBoxLayout@@QAE@XZ,CompareStringA,SendMessageA,,MoveWindow,OutputDebugStringW,SetEndOfFile,,LeaveCriticalSection,DuplicateHandle,PostQuitMessage,,_crt_debugger_hook,,WideCharToMultiByte,_ZNK7QString7toLowerEv,SetEndOfFile,?paintEvent@QPushButton@@MAEXPAVQPaintEvent@@@Z,,isalpha,GetProcessAffinityMask,InterlockedCompareExchange,RegisterHotKey,GetObjectW,InterlockedExchange,ReleaseDC,RegisterClassA,_ZN7QLocale10setDefaultERKS_,abort,SetWindowPos,,gtk_entry_buffer_new,GetPrivateProfileStringA,SetFilePointer,,GetDiskFreeSpaceW,_ZN12QApplicationC1ERiPPci,_CIpow,FindNextFileW,GetShortPathNameA,GetVersionExA
134,@System@InitProc,HeapSize,GetScrollRange,ImageList_DragLeave,SetHandleCount,MsgWaitForMultipleObjectsEx,LeaveCriticalSection,RemoveDirectoryW,WideCharToMultiByte,??0QGridLayout@@QAE@PAVQWidget@@@Z,InterlockedExchange,GetClientRect,,LoadAcceleratorsW,InterlockedIncrement,GetProcessHeap,,Process32FirstW,GetTempPathW,RedrawWindow,,iswxdigit,,MultiByteToWideChar,_ZNK7QStringeqERK13QLatin1String,GetLocaleInfoW,?hitButton@QAbstractButton@@MBE_NABVQPoint@@@Z,,_getdrive,GetShortPathNameW,SetFilePointer,RegisterClipboardFormatW,CreateCompatibleBitmap,,ExitWindowsEx,RegisterClassW,_ZN7QLocaleC1ENS_8LanguageENS_7CountryE,atexit,IsWindowVisible,,gtk_css_provider_new,GetVersionExA,SetHandleCount,,CreateDirectoryExW,_ZN12QApplicationD1Ev,GlobalDeleteAtom,FindFirstFileW,GetProfileStringA,
135,@System@IsLibrary,HeapQueryInformation,GetScrollPos,ImageList_DragMove,SetLastError,MsgWaitForMultipleObjects,GetCurrentThreadId,CompareFileTime,MultiByteToWideChar,?setWidgetResizable@QScrollArea@@QAEX_N@Z,GetModuleHandleA,RegisterHotKey,,DestroyAcceleratorTable,InterlockedDecrement,ReadFile,,DeleteCriticalSection,SetFilePointer,GetSubMenu,,vswprintf_s,,GetVersionExA,_ZNK7QStringeqERKS_,GetOEMCP,?nextCheckState@QAbstractButton@@MAEXXZ,,wcscpy,GetLongPathNameW,ReadFile,RegisterClassW,CreateSolidBrush,,CreateWindowExA,RedrawWindow,_ZN7QObject10childEventEP11QChildEvent,atoi,ShowWindow,,gtk_file_filter_set_name,GetProcAddress,SetLastError,,DeviceIoControl,_ZN13QStandardItemC1ERK7QString,GlobalFindAtomA,LoadLibraryW,,GetUserDefaultLCID
136,@System@MainThreadID,IsProcessorFeaturePresent,GetScrollInfo,ImageList_DragShowNolock,SetThreadLocale,,RaiseException,FindClose,InterlockedExchange,?setLineWidth@QFrame@@QAEXH@Z,CreateFileW,UnregisterHotKey,,GetDlgCtrlID,FileTimeToSystemTime,WriteFile,,IsIconic,GetVolumeInformationW,GetMenuItemCount,,iswalnum,,GetThreadLocale,_ZNK7QThread9isRunningEv,GetACP,?metaObject@QSpinBox@@UBEPBUQMetaObject@@XZ,,wcscat,RemoveDirectoryW,CloseHandle,RedrawWindow,GetDeviceCaps,FormatMessageA,GetClassLongW,PtInRect,_ZN7QObject10timerEventEP11QTimerEvent,calloc,MapWindowPoints,,gtk_window_set_has_resize_grip,lstrlenA,SetThreadLocale,,GetLogicalProcessorInformation,_ZN17QAbstractItemView10commitDataEP7QWidget,FreeLibrary,FindClose,GetPrivateProfileStringA,
137,@$xp$14System@TVarRec,UnhandledExceptionFilter,GetPropW,ImageList_Draw,SetThreadPriority,MessageBoxW,GetTickCount,FindNextFileW,SetLastError,??0QScrollArea@@QAE@PAVQWidget@@@Z,GetShortPathNameW,GetWindowRect,,EmptyClipboard,CreateThread,SetEnvironmentVariableA,,GetClientRect,GetLongPathNameW,GetMenuStringA,,wcsncmp,,GetLocaleInfoA,_ZNK8QVariant5toIntEPb,HeapSize,?qt_metacast@QSpinBox@@UAEPAXPBD@Z,,?_wopen@@YAHPB_WHH@Z,CreateHardLinkW,CreateFileA,PtInRect,BitBlt,FindResourceA,GetMessageA,PostThreadMessageA,_ZN7QObject11customEventEP6QEvent,ceil,GetWindowRect,,gtk_widget_hide,SetUnhandledExceptionFilter,SizeofResource,,WaitForMultipleObjectsEx,_ZN17QAbstractItemView11closeEditorEP7QWidgetN21QAbstractItemDelegate11EndEditHintE,LoadLibraryA,GetProcAddress,,
138,@$xp$16System@TDateTime,SetUnhandledExceptionFilter,GetParent,ImageList_DrawEx,SizeofResource,MessageBeep,GetVersion,DeleteFileW,GetModuleHandleA,?metaObject@QScrollArea@@UBEPBUQMetaObject@@XZ,GetFullPathNameW,DrawTextA,,DeferWindowPos,FreeLibrary,ShowCursor,,DrawTextW,Sleep,CheckMenuRadioItem,,_mktime64,,GetACP,_ZNK8QVariant8toStringEv,InterlockedExchange,?qt_metacall@QSpinBox@@UAEHW4Call@QMetaObject@@HPAPAX@Z,,_close,MoveFileW,GetFileSize,PostQuitMessage,CreateCompatibleDC,FindNextFileA,SetScrollRange,PostThreadMessageW,_ZN7QObject11eventFilterEPS_P6QEvent,cos,CreateWindowExA,,gtk_window_resize,LCMapStringA,Sleep,,SetConsoleTextAttribute,_ZN17QAbstractItemView12focusInEventEP11QFocusEvent,lstrcmpA,FreeLibrary,,GetTempPathW
139,@$xp$18System@POleVariant,IsDebuggerPresent,GetWindow,ImageList_EndDrag,Sleep,MapWindowPoints,OutputDebugStringW,SetFileAttributesW,LoadLibraryA,?qt_metacast@QScrollArea@@UAEPAXPBD@Z,FindFirstFileW,LoadMenuA,,BeginDeferWindowPos,GetProcAddress,TrackPopupMenu,,InvalidateRect,SetFileAttributesW,IsZoomed,,wcsncpy,,InterlockedExchange,_ZNK9QFileInfo8fileNameEv,RtlUnwind,?event@QSpinBox@@MAE_NPAVQEvent@@@Z,,_wgetdcwd,SetFileAttributesW,GetStdHandle,PostMessageW,DeleteDC,,DrawTextW,PostQuitMessage,_ZN7QObject13connectNotifyEPKc,exit,IsWindow,,gtk_tree_view_column_set_sort_column_id,HeapSize,SuspendThread,,GetConsoleScreenBufferInfo,_ZN17QAbstractItemView13focusOutEventEP11QFocusEvent,ResumeThread,CreateEventW,GetLogicalDrives,GetTempPathA
140,@$xp$15System@PVariant,TerminateProcess,GetMessagePos,ImageList_GetBkColor,SuspendThread,MapVirtualKeyW,Sleep,FindFirstFileW,GetProcAddress,?qt_metacall@QScrollArea@@UAEHW4Call@QMetaObject@@HPAPAX@Z,FindClose,GetSysColorBrush,,RegisterClipboardFormatW,LoadLibraryW,EnableMenuItem,,GetParent,DeleteFileW,CreateDialogParamA,,wcscpy_s,,LCMapStringW,_ZNK9QSettings5valueERK7QStringRK8QVariant,LoadLibraryA,?timerEvent@QAbstractSpinBox@@MAEXPAVQTimerEvent@@@Z,,iswalpha,GetConsoleMode,SetHandleCount,PeekMessageA,SelectObject,,PeekMessageA,PostMessageA,_ZN7QObject16disconnectNotifyEPKc,fclose,GetClientRect,,gtk_list_store_clear,GetCPInfo,TerminateProcess,,WriteConsoleA,_ZN17QAbstractItemView13keyPressEventEP9QKeyEvent,QueryPerformanceCounter,GetTickCount,,GetSystemInfo
141,@$xp$15System@PInteger,HeapCreate,GetMenuStringW,ImageList_GetDragImage,TerminateProcess,,MulDiv,lstrcatW,CloseHandle,?event@QScrollArea@@MAE_NPAVQEvent@@@Z,GetCurrentProcess,GetDesktopWindow,,AllowSetForegroundWindow,CreateDirectoryW,RemoveMenu,,SendMessageW,WritePrivateProfileStringW,InflateRect,,_CIcos,,CopyAcceleratorTableA,_ZN11QFileDialog15getOpenFileNameEP7QWidgetRK7QStringS4_S4_PS2_6QFlagsINS_6OptionEE,CreateFileA,?sizeHint@QAbstractSpinBox@@UBE?AVQSize@@XZ,,_wrename,GetSystemTime,HeapCreate,PeekMessageW,CreateRoundRectRgn,FileTimeToLocalFileTime,MessageBeep,PostMessageW,_ZN7QObject7connectEPKS_PKcS1_S3_N2Qt14ConnectionTypeE,fflush,GetWindowLongA,,gtk_tree_view_get_type,FreeEnvironmentStringsA,TlsAlloc,,GetFileTime,_ZN17QAbstractItemView13viewportEventEP6QEvent,QueryPerformanceFrequency,CloseHandle,GetLocalTime,GetSystemDirectoryA
142,@$xp$24System@TInterfacedObject,GetLocaleInfoW,GetMenuState,ImageList_GetIconSize,TlsAlloc,LoadKeyboardLayoutW,CreateEventW,lstrcmpW,CreateMutexA,?eventFilter@QScrollArea@@MAE_NPAVQObject@@PAVQEvent@@@Z,DuplicateHandle,OffsetRect,,EnumWindows,GetLocalTime,GetSubMenu,,SetCursor,GetPrivateProfileStringW,SetWindowsHookExA,,_CIsin,,InvalidateRgn,_ZN11QFileDialog20getExistingDirectoryEP7QWidgetRK7QStringS4_6QFlagsINS_6OptionEE,SetStdHandle,?minimumSizeHint@QAbstractSpinBox@@UBE?AVQSize@@XZ,,_wmkdir,TzSpecificLocalTimeToSystemTime,HeapDestroy,OpenClipboard,GetStockObject,FileTimeToDosDateTime,SetClassLongW,PeekMessageA,_ZN7QString11shared_nullE,fgetpos,EndDialog,,gtk_widget_set_halign,FindWindowA,TlsFree,,K32GetModuleInformation,_ZN17QAbstractItemView14dragEnterEventEP15QDragEnterEvent,AddAtomA,Sleep,GetLastError,GetSystemDefaultLCID
143,@System@TInterfacedObject@,IsValidCodePage,GetMenuItemInfoW,ImageList_GetImageCount,TlsFree,LoadImageA,CloseHandle,GetTickCount,GetTempPathA,?sizeHint@QScrollArea@@UBE?AVQSize@@XZ,GetFileSize,SetForegroundWindow,,GetClassNameW,GetTickCount,LoadMenuW,,LoadCursorW,GetPrivateProfileIntW,SetMenuDefaultItem,,_CItan,,GetNextDlgGroupItem,_ZN11QFileDialogC1EP7QWidgetRK7QStringS4_S4_,VirtualQuery,?mousePressEvent@QAbstractSpinBox@@MAEXPAVQMouseEvent@@@Z,,wcscmp,LocalFileTimeToFileTime,HeapSize,OffsetRect,DeleteObject,EnumCalendarInfoA,LockWindowUpdate,PeekMessageW,_ZN7QString14fromWCharArrayEPKwi,fgets,SendMessageA,,gtk_scrolled_window_set_min_content_height,CopyAcceleratorTableA,TlsGetValue,,K32GetModuleFileNameExW,_ZN17QAbstractItemView14keyboardSearchERK7QString,FindAtomA,WaitForMultipleObjects,GetFullPathNameW,GetStringTypeExW
144,@$xp$18System@IEnumerable,lstrcmpA,GetMenuItemID,ImageList_Read,TlsGetValue,LoadIconW,SetEvent,Sleep,GetModuleFileNameA,?mousePressEvent@QAbstractScrollArea@@MAEXPAVQMouseEvent@@@Z,SetEndOfFile,BringWindowToTop,,SetActiveWindow,CloseHandle,SetForegroundWindow,,EnableWindow,lstrcpynW,TrackPopupMenuEx,,wcstok,,GetDCEx,_ZN11QFileDialogD1Ev,GetSystemInfo,?mouseReleaseEvent@QAbstractSpinBox@@MAEXPAVQMouseEvent@@@Z,,iswspace,SystemTimeToFileTime,SetStdHandle,NotifyWinEvent,ShellExecuteW,,RegisterHotKey,OpenClipboard,_ZN7QString16codecForCStringsE,floor,GetWindow,,gtk_label_set_justify,SetRect,TlsSetValue,,WakeConditionVariable,_ZN17QAbstractItemView15editorDestroyedEP7QObject,WriteFile,WaitForSingleObject,GetFullPathNameA,GetStringTypeExA
